ticket;classe;tipo_provento;valor_recebido;data_pgto;mes;ano;status
KNCR11;FII;Dividendos;R$ 11,40;13/03/2024;3;2024;PAGO
JSRE11;FII;Dividendos;R$ 4,60;14/03/2024;3;2024;PAGO
HGLG11;FII;Dividendos;R$ 11,00;14/03/2024;3;2024;PAGO
TVRI11;FII;Dividendos;R$ 4,85;14/03/2024;3;2024;PAGO
MXRF11;FII;Dividendos;R$ 19,00;14/03/2024;3;2024;PAGO
KNRI11;FII;Dividendos;R$ 7,00;14/03/2024;3;2024;PAGO
JURO11;FII-Infra;Dividendos;R$ 9,00;14/03/2024;3;2024;PAGO
VINO11;FII;Dividendos;R$ 2,75;14/03/2024;3;2024;PAGO
MALL11;FII;Dividendos;R$ 4,60;14/03/2024;3;2024;PAGO
XPLG11;FII;Dividendos;R$ 8,58;14/03/2024;3;2024;PAGO
VSLH11;FII;Dividendos;R$ 2,08;14/03/2024;3;2024;PAGO
RECT11;FII;Dividendos;R$ 2,00;14/03/2024;3;2024;PAGO
BRCR11;FII;Dividendos;R$ 4,10;14/03/2024;3;2024;PAGO
RECR11;FII;Dividendos;R$ 7,04;14/03/2024;3;2024;PAGO
GGBR4;Ação;Dividendos;R$ 1,00;12/03/2024;3;2024;PAGO
ITSA4;Ação;Dividendos;R$ 0,70;01/04/2024;4;2024;PAGO
UGPA3;Ação;Dividendos;R$ 2,00;15/03/2024;3;2024;PAGO
BBAS3;Ação;JCP;R$ 0,35;27/03/2024;3;2024;PAGO
VSLH11;FII;Dividendos;R$ 2,12;12/04/2024;4;2024;PAGO
IRDM11;FII;Dividendos;R$ 9,36;18/03/2024;3;2024;PAGO
VGIR11;FII;Dividendos;R$ 9,46;19/03/2024;3;2024;PAGO
BTLG11;FII;Dividendos;R$ 7,60;25/03/2024;3;2024;PAGO
BDIF11;FII-Infra;Dividendos;R$ 7,00;21/03/2024;3;2024;PAGO
XPML11;FII;Dividendos;R$ 8,10;25/03/2024;3;2024;PAGO
ALZR11;FII;Dividendos;R$ 5,58;25/03/2024;3;2024;PAGO
UNIP3;Ação;Dividendos;R$ 1,34;01/04/2024;4;2024;PAGO
UNIP6;Ação;Dividendos;R$ 5,93;01/04/2024;4;2024;PAGO
KDIF11;FII-Infra;Dividendos;R$ 10,80;05/04/2024;4;2024;PAGO
HSML11;FII;Dividendos;R$ 8,00;05/04/2024;4;2024;PAGO
BODB11;FII-Infra;Dividendos;R$ 18,00;05/04/2024;4;2024;PAGO
KNCR11;FII;Dividendos;R$ 11,40;11/04/2024;4;2024;PAGO
MALL11;FII;Dividendos;R$ 4,60;12/04/2024;4;2024;PAGO
JURO11;FII-Infra;Dividendos;R$ 11,25;12/04/2024;4;2024;PAGO
HGLG11;FII;Dividendos;R$ 11,00;12/04/2024;4;2024;PAGO
TVRI11;FII;Dividendos;R$ 4,85;12/04/2024;4;2024;PAGO
VINO11;FII;Dividendos;R$ 2,75;12/04/2024;4;2024;PAGO
XPLG11;FII;Dividendos;R$ 8,58;12/04/2024;4;2024;PAGO
KNRI11;FII;Dividendos;R$ 7,00;12/04/2024;4;2024;PAGO
MXRF11;FII;Dividendos;R$ 19,00;12/04/2024;4;2024;PAGO
JSRE11;FII;Dividendos;R$ 4,80;12/04/2024;4;2024;PAGO
CSMG3;Ação;Dividendos;R$ 0,28;17/05/2024;5;2024;PAGO
CSMG3;Ação;JCP;R$ 0,53;17/05/2024;5;2024;PAGO
BRCR11;FII;Dividendos;R$ 5,00;12/04/2024;4;2024;PAGO
RECR11;FII;Dividendos;R$ 7,52;12/04/2024;4;2024;PAGO
RECT11;FII;Dividendos;R$ 1,80;12/04/2024;4;2024;PAGO
PSSA3;Ação;JCP;R$ 0,46;10/04/2024;4;2024;PAGO
PSSA3;Ação;Dividendos;R$ 0,50;10/04/2024;4;2024;PAGO
IRDM11;FII;Dividendos;R$ 9,60;16/04/2024;4;2024;PAGO
BDIF11;FII-Infra;Dividendos;R$ 10,00;23/04/2024;4;2024;PAGO
BTLG11;FII;Dividendos;R$ 7,60;25/04/2024;4;2024;PAGO
VGIR11;FII;Dividendos;R$ 8,70;17/04/2024;4;2024;PAGO
BRCR11;FII;Dividendos;R$ 8,50;29/05/2024;5;2024;PAGO
ALZR11;FII;Dividendos;R$ 5,39;25/04/2024;4;2024;PAGO
XPML11;FII;Dividendos;R$ 8,19;25/04/2024;4;2024;PAGO
AURE3;Ação;Dividendos;R$ 0,82;02/05/2024;5;2024;PAGO
SANB4;Ação;JCP;R$ 5,38;15/05/2024;5;2024;PAGO
CPLE11;Ação;JCP;R$ 0,73;28/06/2024;6;2024;PAGO
CPLE3;Ação;Dividendos;R$ 0,22;28/06/2024;6;2024;PAGO
CPLE6;Ação;Dividendos;R$ 1,87;28/06/2024;6;2024;PAGO
HSML11;FII;Dividendos;R$ 8,00;08/05/2024;5;2024;PAGO
BODB11;FII-Infra;Dividendos;R$ 18,99;08/05/2024;5;2024;PAGO
KDIF11;FII-Infra;Dividendos;R$ 8,40;08/05/2024;5;2024;PAGO
KNCR11;FII;Dividendos;R$ 12,00;14/05/2024;5;2024;PAGO
VINO11;FII;Dividendos;R$ 3,50;15/05/2024;5;2024;PAGO
MALL11;FII;Dividendos;R$ 4,50;15/05/2024;5;2024;PAGO
MXRF11;FII;Dividendos;R$ 19,00;15/05/2024;5;2024;PAGO
KNRI11;FII;Dividendos;R$ 7,00;15/05/2024;5;2024;PAGO
JURO11;FII-Infra;Dividendos;R$ 11,25;15/05/2024;5;2024;PAGO
JSRE11;FII;Dividendos;R$ 4,80;15/05/2024;5;2024;PAGO
XPLG11;FII;Dividendos;R$ 8,58;15/05/2024;5;2024;PAGO
HGLG11;FII;Dividendos;R$ 11,00;15/05/2024;5;2024;PAGO
TVRI11;FII;Dividendos;R$ 4,85;15/05/2024;5;2024;PAGO
CXSE3;Ação;Dividendos;R$ 64,72;08/05/2024;5;2024;PAGO
KLBN11;Ação;Dividendos;R$ 8,95;16/05/2024;5;2024;PAGO
TAEE11;Ação;Dividendos;R$ 22,65;16/05/2024;5;2024;PAGO
CSMG3;Ação;Dividendos;R$ 1,58;10/05/2024;5;2024;PAGO
IRDM11;FII;Dividendos;R$ 9,72;17/05/2024;5;2024;PAGO
RECT11;FII;Dividendos;R$ 1,85;15/05/2024;5;2024;PAGO
RECR11;FII;Dividendos;R$ 10,32;15/05/2024;5;2024;PAGO
SAPR11;Ação;JCP;R$ 4,14;27/06/2024;6;2024;PAGO
CSMG3;Ação;JCP;R$ 0,41;28/06/2024;6;2024;PAGO
BDIF11;FII-Infra;Dividendos;R$ 10,00;21/05/2024;5;2024;PAGO
VGIR11;FII;Dividendos;R$ 12,32;20/05/2024;5;2024;PAGO
VSLH11;FII;Dividendos;R$ 2,20;15/05/2024;5;2024;PAGO
BTLG11;FII;Dividendos;R$ 7,60;24/05/2024;5;2024;PAGO
ALZR11;FII;Dividendos;R$ 5,87;24/05/2024;5;2024;PAGO
XPML11;FII;Dividendos;R$ 8,28;24/05/2024;5;2024;PAGO
TAEE11;Ação;JCP;R$ 7,15;27/06/2024;6;2024;PAGO
KDIF11;FII-Infra;Dividendos;R$ 8,80;07/06/2024;6;2024;PAGO
BODB11;FII-Infra;Dividendos;R$ 20,00;07/06/2024;6;2024;PAGO
HSML11;FII;Dividendos;R$ 8,00;07/06/2024;6;2024;PAGO
KNCR11;FII;Dividendos;R$ 12,00;13/06/2024;6;2024;PAGO
TVRI11;FII;Dividendos;R$ 4,85;14/06/2024;6;2024;PAGO
JURO11;FII-Infra;Dividendos;R$ 11,25;14/06/2024;6;2024;PAGO
HGLG11;FII;Dividendos;R$ 11,00;14/06/2024;6;2024;PAGO
VINO11;FII;Dividendos;R$ 3,00;14/06/2024;6;2024;PAGO
MXRF11;FII;Dividendos;R$ 19,00;14/06/2024;6;2024;PAGO
KNRI11;FII;Dividendos;R$ 7,00;14/06/2024;6;2024;PAGO
XPLG11;FII;Dividendos;R$ 8,58;14/06/2024;6;2024;PAGO
JSRE11;FII;Dividendos;R$ 4,80;14/06/2024;6;2024;PAGO
MALL11;FII;Dividendos;R$ 4,35;14/06/2024;6;2024;PAGO
CSAN3;Ação;Dividendos;R$ 13,54;14/06/2024;6;2024;PAGO
RECT11;FII;Dividendos;R$ 1,85;14/06/2024;6;2024;PAGO
BRCR11;FII;Dividendos;R$ 5,00;14/06/2024;6;2024;PAGO
RECR11;FII;Dividendos;R$ 6,08;14/06/2024;6;2024;PAGO
VSLH11;FII;Dividendos;R$ 2,20;14/06/2024;6;2024;PAGO
IRDM11;FII;Dividendos;R$ 8,88;18/06/2024;6;2024;PAGO
VGIR11;FII;Dividendos;R$ 19,25;19/06/2024;6;2024;PAGO
BDIF11;FII-Infra;Dividendos;R$ 10,00;21/06/2024;6;2024;PAGO
BTLG11;FII;Dividendos;R$ 7,60;25/06/2024;6;2024;PAGO
BBAS3;Ação;Dividendos;R$ 11,53;21/06/2024;6;2024;PAGO
BBAS3;Ação;JCP;R$ 17,44;21/06/2024;6;2024;PAGO
ALZR11;FII;Dividendos;R$ 5,86;25/06/2024;6;2024;PAGO
XPML11;FII;Dividendos;R$ 9,20;25/06/2024;6;2024;PAGO
GGBR4;Ação;Dividendos;R$ 7,05;27/05/2024;5;2024;PAGO
BRCR11;FII;Dividendos;R$ 0,85;29/05/2023;5;2023;PAGO
CMIG4;Ação;Dividendos;R$ 12,72;28/06/2024;6;2024;PAGO
BBAS3;Ação;Dividendos;R$ 12,15;28/06/2024;6;2024;PAGO
CNES11;FII;Dividendos;R$ 0,08;27/06/2024;6;2024;PAGO
HSML11;FII;Dividendos;R$ 8,00;05/07/2024;7;2024;PAGO
KDIF11;FII-Infra;Dividendos;R$ 8,80;05/07/2024;7;2024;PAGO
BODB11;FII-Infra;Dividendos;R$ 20,50;05/07/2024;7;2024;PAGO
KNCR11;FII;Dividendos;R$ 12,00;11/07/2024;7;2024;PAGO
MALL11;FII;Dividendos;R$ 4,00;12/07/2024;7;2024;PAGO
XPLG11;FII;Dividendos;R$ 8,58;12/07/2024;7;2024;PAGO
VINO11;FII;Dividendos;R$ 3,00;12/07/2024;7;2024;PAGO
JURO11;FII-Infra;Dividendos;R$ 11,25;12/07/2024;7;2024;PAGO
MXRF11;FII;Dividendos;R$ 19,00;12/07/2024;7;2024;PAGO
KNRI11;FII;Dividendos;R$ 7,00;12/07/2024;7;2024;PAGO
JSRE11;FII;Dividendos;R$ 4,80;12/07/2024;7;2024;PAGO
HGLG11;FII;Dividendos;R$ 11,00;12/07/2024;7;2024;PAGO
TVRI11;FII;Dividendos;R$ 4,85;12/07/2024;7;2024;PAGO
ITSA4;Ação;JCP;R$ 0,70;01/07/2024;7;2024;PAGO
VSLH11;FII;Dividendos;R$ 2,20;12/07/2024;7;2024;PAGO
RECR11;FII;Dividendos;R$ 6,48;12/07/2024;7;2024;PAGO
RECT11;FII;Dividendos;R$ 1,86;12/07/2024;7;2024;PAGO
BRCR11;FII;Dividendos;R$ 5,00;12/07/2024;7;2024;PAGO
IRDM11;FII;Dividendos;R$ 8,88;16/07/2024;7;2024;PAGO
VGIR11;FII;Dividendos;R$ 19,50;17/07/2024;7;2024;PAGO
BDIF11;FII-Infra;Dividendos;R$ 7,50;19/07/2024;7;2024;PAGO
BTLG11;FII;Dividendos;R$ 7,60;25/07/2024;7;2024;PAGO
XPML11;FII;Dividendos;R$ 11,04;25/07/2024;7;2024;PAGO
ALZR11;FII;Dividendos;R$ 7,54;25/07/2024;7;2024;PAGO
SANB4;Ação;JCP;R$ 8,96;09/08/2024;8;2024;PAGO
CSMG3;Ação;JCP;R$ 0,54;19/08/2024;8;2024;PAGO
CSMG3;Ação;Dividendos;R$ 0,13;19/08/2024;8;2024;PAGO
CSMG3;Ação;Dividendos;R$ 0,83;30/08/2024;8;2024;PAGO
ITSA4;Ação;Dividendos;R$ 4,91;30/08/2024;8;2024;PAGO
VBBR3;Ação;Dividendos;R$ 6,06;30/07/2024;7;2024;PAGO
CNES11;FII;Dividendos;R$ 0,08;30/07/2024;7;2024;PAGO
BODB11;FII-Infra;Dividendos;R$ 22,20;07/08/2024;8;2024;PAGO
KDIF11;FII-Infra;Dividendos;R$ 8,80;07/08/2024;8;2024;PAGO
HSML11;FII;Dividendos;R$ 8,00;07/08/2024;8;2024;PAGO
KNCR11;FII;Dividendos;R$ 11,40;13/08/2024;8;2024;PAGO
HGLG11;FII;Dividendos;R$ 11,00;14/08/2024;8;2024;PAGO
TVRI11;FII;Dividendos;R$ 4,90;14/08/2024;8;2024;PAGO
MALL11;FII;Dividendos;R$ 4,00;14/08/2024;8;2024;PAGO
XPLG11;FII;Dividendos;R$ 8,58;14/08/2024;8;2024;PAGO
JSRE11;FII;Dividendos;R$ 8,58;14/08/2024;8;2024;PAGO
JURO11;FII-Infra;Dividendos;R$ 10,00;14/08/2024;8;2024;PAGO
MXRF11;FII;Dividendos;R$ 21,14;14/08/2024;8;2024;PAGO
KNRI11;FII;Dividendos;R$ 7,00;14/08/2024;8;2024;PAGO
VINO11;FII;Dividendos;R$ 2,60;14/08/2024;8;2024;PAGO
CXSE3;Ação;Dividendos;R$ 33,88;15/08/2024;8;2024;PAGO
RECT11;FII;Dividendos;R$ 1,80;14/08/2024;8;2024;PAGO
RECR11;FII;Dividendos;R$ 6,80;14/08/2024;8;2024;PAGO
VSLH11;FII;Dividendos;R$ 2,20;14/08/2024;8;2024;PAGO
BRCR11;FII;Dividendos;R$ 5,00;14/08/2024;8;2024;PAGO
IRDM11;FII;Dividendos;R$ 8,88;16/08/2024;8;2024;PAGO
KLBN11;Ação;Dividendos;R$ 11,12;15/08/2024;8;2024;PAGO
VGIR11;FII;Dividendos;R$ 19,50;19/08/2024;8;2024;PAGO
GGBR4;Ação;Dividendos;R$ 3,00;20/08/2024;8;2024;PAGO
BDIF11;FII-Infra;Dividendos;R$ 7,50;21/08/2024;8;2024;PAGO
ALZR11;FII;Dividendos;R$ 8,33;23/08/2024;8;2024;PAGO
BTLG11;FII;Dividendos;R$ 7,60;23/08/2024;8;2024;PAGO
XPML11;FII;Dividendos;R$ 11,04;23/08/2024;8;2024;PAGO
UGPA3;Ação;Dividendos;R$ 1,25;23/08/2024;8;2024;PAGO
BBSE3;Ação;Dividendos;R$ 83,45;30/08/2024;8;2024;PAGO
BBAS3;Ação;Dividendos;R$ 11,54;30/08/2024;8;2024;PAGO
BBAS3;Ação;JCP;R$ 19,51;30/08/2024;8;2024;PAGO
CNES11;FII;Dividendos;R$ 0,05;29/08/2024;8;2024;PAGO
CMIG4;Ação;Dividendos;R$ 79,41;30/08/2024;8;2024;PAGO
VBBR3;Ação;Dividendos;R$ 6,06;30/08/2024;8;2024;PAGO
HSML11;FII;Dividendos;R$ 8,00;06/09/2024;9;2024;PAGO
BODB11;FII-Infra;Dividendos;R$ 22,68;06/09/2024;9;2024;PAGO
KDIF11;FII-Infra;Dividendos;R$ 8,80;06/09/2024;9;2024;PAGO
KNCR11;FII;Dividendos;R$ 11,40;12/09/2024;9;2024;PAGO
MXRF11;FII;Dividendos;R$ 19,89;13/09/2024;9;2024;PAGO
XPLG11;FII;Dividendos;R$ 8,58;13/09/2024;9;2024;PAGO
TVRI11;FII;Dividendos;R$ 4,90;13/09/2024;9;2024;PAGO
MALL11;FII;Dividendos;R$ 3,90;13/09/2024;9;2024;PAGO
JSRE11;FII;Dividendos;R$ 4,80;13/09/2024;9;2024;PAGO
HGLG11;FII;Dividendos;R$ 11,00;13/09/2024;9;2024;PAGO
JURO11;FII-Infra;Dividendos;R$ 10,00;13/09/2024;9;2024;PAGO
KNRI11;FII;Dividendos;R$ 7,00;13/09/2024;9;2024;PAGO
VINO11;FII;Dividendos;R$ 2,50;13/09/2024;9;2024;PAGO
BRCR11;FII;Dividendos;R$ 5,00;13/09/2024;9;2024;PAGO
RECT11;FII;Dividendos;R$ 3,60;13/09/2024;9;2024;PAGO
RECR11;FII;Dividendos;R$ 6,00;13/09/2024;9;2024;PAGO
VSLH11;FII;Dividendos;R$ 2,24;13/09/2024;9;2024;PAGO
IRDM11;FII;Dividendos;R$ 8,40;17/09/2024;9;2024;PAGO
VGIR11;FII;Dividendos;R$ 19,50;18/09/2024;9;2024;PAGO
BDIF11;FII-Infra;Dividendos;R$ 8,25;20/09/2024;9;2024;PAGO
BTLG11;FII;Dividendos;R$ 7,80;25/09/2024;9;2024;PAGO
BBAS3;Ação;JCP;R$ 14,93;27/09/2024;9;2024;PAGO
CSMG3;Ação;Dividendos;R$ 0,05;30/09/2024;9;2024;PAGO
CSMG3;Ação;JCP;R$ 0,66;30/09/2024;9;2024;PAGO
XPML11;FII;Dividendos;R$ 11,04;25/09/2024;9;2024;PAGO
ALZR11;FII;Dividendos;R$ 8,94;25/09/2024;9;2024;PAGO
CNES11;FII;Dividendos;R$ 0,06;27/09/2024;9;2024;PAGO
ITSA4;Ação;JCP;R$ 0,82;01/10/2024;10;2024;PAGO
HSML11;FII;Dividendos;R$ 8,00;07/10/2024;10;2024;PAGO
KDIF11;FII-Infra;Dividendos;R$ 8,80;07/10/2024;10;2024;PAGO
BODB11;FII-Infra;Dividendos;R$ 22,68;07/10/2024;10;2024;PAGO
KNCR11;FII;Dividendos;R$ 11,40;11/10/2024;10;2024;PAGO
JSRE11;FII;Dividendos;R$ 4,80;14/10/2024;10;2024;PAGO
TVRI11;FII;Dividendos;R$ 4,90;14/10/2024;10;2024;PAGO
VINO11;FII;Dividendos;R$ 2,55;14/10/2024;10;2024;PAGO
JURO11;FII-Infra;Dividendos;R$ 10,00;14/10/2024;10;2024;PAGO
MALL11;FII;Dividendos;R$ 3,90;14/10/2024;10;2024;PAGO
XPLG11;FII;Dividendos;R$ 8,58;14/10/2024;10;2024;PAGO
MXRF11;FII;Dividendos;R$ 19,89;14/10/2024;10;2024;PAGO
KNRI11;FII;Dividendos;R$ 7,00;14/10/2024;10;2024;PAGO
HGLG11;FII;Dividendos;R$ 11,00;14/10/2024;10;2024;PAGO
BRCR11;FII;Dividendos;R$ 5,00;14/10/2024;10;2024;PAGO
VSLH11;FII;Dividendos;R$ 2,28;14/10/2024;10;2024;PAGO
RECR11;FII;Dividendos;R$ 5,70;14/10/2024;10;2024;PAGO
RECT11;FII;Dividendos;R$ 3,60;14/10/2024;10;2024;PAGO
IRDM11;FII;Dividendos;R$ 9,60;16/10/2024;10;2024;PAGO
VGIR11;FII;Dividendos;R$ 23,10;17/10/2024;10;2024;PAGO
BDIF11;FII-Infra;Dividendos;R$ 8,58;21/10/2024;10;2024;PAGO
BTLG11;FII;Dividendos;R$ 7,80;25/10/2024;10;2024;PAGO
TAEE11;Ação;JCP;R$ 8,45;27/11/2024;11;2024;PAGO
TAEE11;Ação;Dividendos;R$ 8,84;27/11/2024;11;2024;PAGO
VBBR3;Ação;Dividendos;R$ 6,06;29/11/2024;11;2024;PAGO
CPLE6;Ação;Dividendos;R$ 4,51;29/11/2024;11;2024;PAGO
CPLE6;Ação;JCP;R$ 5,38;29/11/2024;11;2024;PAGO
CPLE3;Ação;JCP;R$ 0,15;29/11/2024;11;2024;PAGO
CPLE3;Ação;Dividendos;R$ 0,12;29/11/2024;11;2024;PAGO
ALZR11;FII;Dividendos;R$ 8,78;25/10/2024;10;2024;PAGO
XPML11;FII;Dividendos;R$ 11,04;25/10/2024;10;2024;PAGO
CNES11;FII;Dividendos;R$ 0,05;30/10/2024;10;2024;PAGO
BODB11;FII-Infra;Dividendos;R$ 25,20;07/11/2024;11;2024;PAGO
HSML11;FII;Dividendos;R$ 8,00;07/11/2024;11;2024;PAGO
KDIF11;FII-Infra;Dividendos;R$ 12,00;07/11/2024;11;2024;PAGO
KNCR11;FII;Dividendos;R$ 12,24;13/11/2024;11;2024;PAGO
VINO11;FII;Dividendos;R$ 2,80;14/11/2024;11;2024;PAGO
KNRI11;FII;Dividendos;R$ 7,00;14/11/2024;11;2024;PAGO
XPLG11;FII;Dividendos;R$ 8,58;14/11/2024;11;2024;PAGO
HGLG11;FII;Dividendos;R$ 11,00;14/11/2024;11;2024;PAGO
MXRF11;FII;Dividendos;R$ 19,89;14/11/2024;11;2024;PAGO
JURO11;FII-Infra;Dividendos;R$ 10,00;14/11/2024;11;2024;PAGO
MALL11;FII;Dividendos;R$ 3,90;14/11/2024;11;2024;PAGO
JSRE11;FII;Dividendos;R$ 4,80;14/11/2024;11;2024;PAGO
TVRI11;FII;Dividendos;R$ 4,90;14/11/2024;11;2024;PAGO
SANB4;Ação;Dividendos;R$ 1,40;08/11/2024;11;2024;PAGO
SANB4;Ação;JCP;R$ 7,77;08/11/2024;11;2024;PAGO
CMIG4;Ação;JCP;R$ 25,55;30/12/2024;12;2024;PAGO
RECR11;FII;Dividendos;R$ 8,64;14/11/2024;11;2024;PAGO
VSLH11;FII;Dividendos;R$ 2,28;14/11/2024;11;2024;PAGO
BRCR11;FII;Dividendos;R$ 5,00;14/11/2024;11;2024;PAGO
RECT11;FII;Dividendos;R$ 3,60;14/11/2024;11;2024;PAGO
CXSE3;Ação;Dividendos;R$ 28,31;18/11/2024;11;2024;PAGO
IRDM11;FII;Dividendos;R$ 9,00;19/11/2024;11;2024;PAGO
VGIR11;FII;Dividendos;R$ 27,89;21/11/2024;11;2024;PAGO
XPML11;FII;Dividendos;R$ 11,04;25/11/2024;11;2024;PAGO
ALZR11;FII;Dividendos;R$ 9,30;25/11/2024;11;2024;PAGO
BDIF11;FII-Infra;Dividendos;R$ 11,00;25/11/2024;11;2024;PAGO
BTLG11;FII;Dividendos;R$ 7,80;25/11/2024;11;2024;PAGO
KLBN11;Ação;JCP;R$ 9,81;21/11/2024;11;2024;PAGO
CNES11;FII;Dividendos;R$ 0,06;28/11/2024;11;2024;PAGO
PSSA3;Ação;Dividendos;R$ 0,09;28/11/2024;11;2024;PAGO
UNIP3;Ação;Dividendos;R$ 2,48;29/11/2024;11;2024;PAGO
UNIP6;Ação;Dividendos;R$ 10,95;29/11/2024;11;2024;PAGO
HSML11;FII;Dividendos;R$ 8,00;06/12/2024;12;2024;PAGO
KDIF11;FII-Infra;Dividendos;R$ 12,00;06/12/2024;12;2024;PAGO
BODB11;FII-Infra;Dividendos;R$ 23,03;06/12/2024;12;2024;PAGO
KNCR11;FII;Dividendos;R$ 11,40;12/12/2024;12;2024;PAGO
VINO11;FII;Dividendos;R$ 2,80;13/12/2024;12;2024;PAGO
HGLG11;FII;Dividendos;R$ 11,00;11/12/2024;12;2024;PAGO
JURO11;FII-Infra;Dividendos;R$ 10,00;13/12/2024;12;2024;PAGO
JSRE11;FII;Dividendos;R$ 4,80;13/12/2024;12;2024;PAGO
MALL11;FII;Dividendos;R$ 3,90;13/12/2024;12;2024;PAGO
TVRI11;FII;Dividendos;R$ 7,84;13/12/2024;12;2024;PAGO
KNRI11;FII;Dividendos;R$ 7,00;13/12/2024;12;2024;PAGO
MXRF11;FII;Dividendos;R$ 22,90;13/12/2024;12;2024;PAGO
XPLG11;FII;Dividendos;R$ 8,58;13/12/2024;12;2024;PAGO
BBAS3;Ação;JCP;R$ 41,09;06/12/2024;12;2024;PAGO
GGBR4;Ação;Dividendos;R$ 7,50;16/12/2024;12;2024;PAGO
RECR11;FII;Dividendos;R$ 7,69;13/12/2024;12;2024;PAGO
RECT11;FII;Dividendos;R$ 3,60;13/12/2024;12;2024;PAGO
BRCR11;FII;Dividendos;R$ 5,00;13/12/2024;12;2024;PAGO
VSLH11;FII;Dividendos;R$ 2,28;13/12/2024;12;2024;PAGO
IRDM11;FII;Dividendos;R$ 9,24;17/12/2024;12;2024;PAGO
VGIR11;FII;Dividendos;R$ 27,83;18/12/2024;12;2024;PAGO
BDIF11;FII-Infra;Dividendos;R$ 10,79;20/12/2024;12;2024;PAGO
BTLG11;FII;Dividendos;R$ 7,80;23/12/2024;12;2024;PAGO
BBAS3;Ação;Dividendos;R$ 15,00;27/12/2024;12;2024;PAGO
ALZR11;FII;Dividendos;R$ 9,66;23/12/2024;12;2024;PAGO
XPML11;FII;Dividendos;R$ 11,04;23/12/2024;12;2024;PAGO
CMIG4;Ação;Dividendos;R$ 12,71;27/12/2024;12;2024;PAGO
CPLE3;Ação;JCP;R$ 0,33;23/12/2024;12;2024;PAGO
CPLE6;Ação;JCP;R$ 11,39;23/12/2024;12;2024;PAGO
ITSA4;Ação;JCP;R$ 0,70;02/01/2025;1;2025;PAGO
TAEE11;Ação;Dividendos;R$ 7,80;29/01/2025;1;2025;PAGO
TAEE11;Ação;JCP;R$ 9,86;29/01/2025;1;2025;PAGO
BODB11;FII-Infra;Dividendos;R$ 25,60;08/01/2025;1;2025;PAGO
HSML11;FII;Dividendos;R$ 8,00;08/01/2025;1;2025;PAGO
KDIF11;FII-Infra;Dividendos;R$ 6,20;08/01/2025;1;2025;PAGO
XPLG11;FII;Dividendos;R$ 8,58;14/01/2025;1;2025;PAGO
KNCR11;FII;Dividendos;R$ 12,00;14/01/2025;1;2025;PAGO
MXRF11;FII;Dividendos;R$ 23,80;14/01/2025;1;2025;PAGO
KNRI11;FII;Dividendos;R$ 10,00;14/01/2025;1;2025;PAGO
MALL11;FII;Dividendos;R$ 7,80;14/01/2025;1;2025;PAGO
TVRI11;FII;Dividendos;R$ 9,80;15/01/2025;1;2025;PAGO
JURO11;FII-Infra;Dividendos;R$ 5,00;15/01/2025;1;2025;PAGO
JSRE11;FII;Dividendos;R$ 4,80;15/01/2025;1;2025;PAGO
VINO11;FII;Dividendos;R$ 3,05;15/01/2025;1;2025;PAGO
HGLG11;FII;Dividendos;R$ 11,00;15/01/2025;1;2025;PAGO
CXSE3;Ação;Dividendos;R$ 37,67;17/01/2025;1;2025;PAGO
VBBR3;Ação;JCP;R$ 9,33;27/02/2025;2;2025;PAGO
RECR11;FII;Dividendos;R$ 10,35;15/01/2025;1;2025;PAGO
BRCR11;FII;Dividendos;R$ 5,00;15/01/2025;1;2025;PAGO
RECT11;FII;Dividendos;R$ 3,60;15/01/2025;1;2025;PAGO
VSLH11;FII;Dividendos;R$ 1,71;15/01/2025;1;2025;PAGO
IRDM11;FII;Dividendos;R$ 13,95;17/01/2025;1;2025;PAGO
VGIR11;FII;Dividendos;R$ 27,72;20/01/2025;1;2025;PAGO
BTLG11;FII;Dividendos;R$ 8,68;22/01/2025;1;2025;PAGO
BDIF11;FII-Infra;Dividendos;R$ 14,04;22/01/2025;1;2025;PAGO
ALZR11;FII;Dividendos;R$ 9,68;24/01/2025;1;2025;PAGO
XPML11;FII;Dividendos;R$ 12,88;24/01/2025;1;2025;PAGO
ISAE4;Ação;JCP;R$ 33,44;21/01/2025;1;2025;PAGO
CNES11;FII;Dividendos;R$ 0,04;30/01/2025;1;2025;PAGO
SANB4;Ação;JCP;R$ 8,96;12/02/2025;2;2025;PAGO
KDIF11;FII-Infra;Dividendos;R$ 17,00;07/02/2025;2;2025;PAGO
HSML11;FII;Dividendos;R$ 6,50;07/02/2025;2;2025;PAGO
BODB11;FII-Infra;Dividendos;R$ 27,50;07/02/2025;2;2025;PAGO
KNCR11;FII;Dividendos;R$ 12,84;13/02/2025;2;2025;PAGO
HGLG11;FII;Dividendos;R$ 11,00;14/02/2025;2;2025;PAGO
VINO11;FII;Dividendos;R$ 3,05;14/02/2025;2;2025;PAGO
JURO11;FII-Infra;Dividendos;R$ 7,50;14/02/2025;2;2025;PAGO
MALL11;FII;Dividendos;R$ 8,30;14/02/2025;2;2025;PAGO
TVRI11;FII;Dividendos;R$ 10,30;14/02/2025;2;2025;PAGO
JSRE11;FII;Dividendos;R$ 4,80;14/02/2025;2;2025;PAGO
XPLG11;FII;Dividendos;R$ 9,02;14/02/2025;2;2025;PAGO
KNRI11;FII;Dividendos;R$ 10,00;14/02/2025;2;2025;PAGO
